trade_date,code,score
2024-05-08,110044.SH,0.10984379841256034
2024-05-08,110048.SH,-0.3577260431482723
2024-05-08,110052.SH,-0.022789709529244674
2024-05-08,110055.SH,-0.04303702091840245
2024-05-08,110058.SH,-0.17056670073409483
2024-05-08,110059.SH,-0.04775312911104165
2024-05-08,110060.SH,0.18296549897872294
2024-05-08,110062.SH,0.06071900705084716
2024-05-08,110064.SH,-0.18471554824419237
2024-05-08,110068.SH,0.21274664150216174
2024-05-08,110070.SH,-0.3105509764003137
2024-05-08,110072.SH,-0.2140469694231173
2024-05-08,110073.SH,-0.1984121561882892
2024-05-08,110074.SH,0.38841472925557496
2024-05-08,110076.SH,-0.22564117684979862
2024-05-08,110077.SH,0.27500168516555296
2024-05-08,110079.SH,-0.12722368601256376
2024-05-08,110081.SH,-0.08156788237566907
2024-05-08,110082.SH,0.0024094093292043248
2024-05-08,110083.SH,0.004400023228143472
2024-05-08,110084.SH,-0.23337544817522876
2024-05-08,110085.SH,0.03652896822066224
2024-05-08,110087.SH,-0.26048139366266676
2024-05-08,110089.SH,-0.11784567027452204
2024-05-08,110090.SH,0.030824098718325796
2024-05-08,110091.SH,0.9526334660840922
2024-05-08,110092.SH,0.7721387410486334
2024-05-08,110093.SH,-0.010109614502833226
2024-05-08,110094.SH,-0.501211301222253
2024-05-08,110095.SH,0.030006096339227656
2024-05-08,111000.SH,0.2966390737914805
2024-05-08,111001.SH,0.01038554397163173
2024-05-08,111002.SH,-0.06451897558629861
2024-05-08,111003.SH,-0.08330472487058621
2024-05-08,111004.SH,-0.06417784834717051
2024-05-08,111005.SH,0.5680904573120464
2024-05-08,111007.SH,-0.15533369703390723
2024-05-08,111008.SH,-0.02882365464435027
2024-05-08,111009.SH,0.06324114762987411
2024-05-08,111011.SH,0.10958038323750982
2024-05-08,111012.SH,-0.6674032001673705
2024-05-08,111013.SH,-0.04285076851399245
2024-05-08,111014.SH,-0.5115198872734197
2024-05-08,111015.SH,-0.3092585458744766
2024-05-08,111016.SH,0.16370686842010437
2024-05-08,111017.SH,-0.4105262032339003
2024-05-08,111018.SH,0.026113962880523173
2024-05-08,113021.SH,0.08069570552451466
2024-05-08,113024.SH,-0.1386937099553058
2024-05-08,113027.SH,0.05451159137906288
2024-05-08,113030.SH,-0.03887317864291688
2024-05-08,113033.SH,-0.35796386680325915
2024-05-08,113039.SH,-0.33407720104102734
2024-05-08,113042.SH,0.08622869091859024
2024-05-08,113043.SH,-0.10777252786992579
2024-05-08,113044.SH,-0.28665587278491717
2024-05-08,113045.SH,0.00881142402496806
2024-05-08,113046.SH,-0.07026426295557553
2024-05-08,113047.SH,-0.27332455156919067
2024-05-08,113048.SH,-0.038650530008586995
2024-05-08,113049.SH,0.182024277823012
2024-05-08,113050.SH,-0.23236677215381288
2024-05-08,113051.SH,-0.0698686624539675
2024-05-08,113052.SH,-0.1032983826434451
2024-05-08,113053.SH,0.007046540861873285
2024-05-08,113054.SH,-0.3405933886189104
2024-05-08,113055.SH,0.00938316426110922
2024-05-08,113056.SH,-0.006587224952339002
2024-05-08,113058.SH,-0.13824239158450924
2024-05-08,113060.SH,-0.390683686852737
2024-05-08,113061.SH,-0.07332955339179915
2024-05-08,113062.SH,-0.03856880883409152
2024-05-08,113064.SH,0.08411317006203423
2024-05-08,113065.SH,0.023213396151148757
2024-05-08,113066.SH,-0.24684540515958597
2024-05-08,113067.SH,-0.17456873867562953
2024-05-08,113068.SH,-0.4404947366591443
2024-05-08,113069.SH,0.12973919729607802
2024-05-08,113516.SH,-0.4309749111370068
2024-05-08,113524.SH,-0.19990496181637013
2024-05-08,113527.SH,0.1691755311515228
2024-05-08,113530.SH,-0.15218470375270537
2024-05-08,113534.SH,-0.20826322258271207
2024-05-08,113537.SH,0.6263332037397614
2024-05-08,113542.SH,-0.13480279944956286
2024-05-08,113545.SH,-0.18871737898047164
2024-05-08,113546.SH,0.308163151846508
2024-05-08,113561.SH,0.37215914638016373
2024-05-08,113563.SH,0.22030875408411862
2024-05-08,113569.SH,0.031845616466260815
2024-05-08,113573.SH,0.29529545522956446
2024-05-08,113574.SH,0.9582000979709772
2024-05-08,113577.SH,0.32589584944473216
2024-05-08,113582.SH,0.24669149593998727
2024-05-08,113588.SH,-0.06104223944691359
2024-05-08,113593.SH,-0.3480816157907741
2024-05-08,113596.SH,-0.08233480363231419
2024-05-08,113597.SH,0.050233165231209985
2024-05-08,113598.SH,0.08295337149482748
2024-05-08,113600.SH,0.2229148632303085
2024-05-08,113601.SH,-0.1767920808404795
2024-05-08,113602.SH,0.12566886647396122
2024-05-08,113605.SH,-0.08558061446761148
2024-05-08,113606.SH,-0.24164735271648075
2024-05-08,113608.SH,-0.06375324980408195
2024-05-08,113609.SH,0.04932059069823125
2024-05-08,113610.SH,0.23165730291592462
