trade_date,code,score
2024-05-09,110044.SH,-0.29716394382583544
2024-05-09,110048.SH,-0.3671742499451486
2024-05-09,110052.SH,0.0712257061059436
2024-05-09,110055.SH,0.008977081560158237
2024-05-09,110058.SH,-0.0544965781834397
2024-05-09,110059.SH,-0.0033315126657976236
2024-05-09,110060.SH,0.2837365383244311
2024-05-09,110068.SH,0.0015181738616106694
2024-05-09,110070.SH,-0.3260861892733773
2024-05-09,110074.SH,0.45894336890614634
2024-05-09,110075.SH,-0.2855552619295127
2024-05-09,110076.SH,-0.0799767888723158
2024-05-09,110077.SH,0.24953048903794386
2024-05-09,110079.SH,-0.16898220504706846
2024-05-09,110081.SH,-0.049697572091086925
2024-05-09,110082.SH,0.09045552501774605
2024-05-09,110083.SH,0.02111652990606029
2024-05-09,110084.SH,-0.1576817327506267
2024-05-09,110085.SH,-0.05726862532623768
2024-05-09,110087.SH,-0.19704790169386327
2024-05-09,110089.SH,-0.17035132635642616
2024-05-09,110090.SH,-0.08573638074941348
2024-05-09,110091.SH,0.9545975395260264
2024-05-09,110092.SH,0.7375227476059547
2024-05-09,110093.SH,-0.027863528653219782
2024-05-09,110094.SH,-0.41714379513452726
2024-05-09,110095.SH,-0.0775546380078366
2024-05-09,111000.SH,0.3142664113787135
2024-05-09,111001.SH,0.010650991260432827
2024-05-09,111002.SH,-0.04095332072858117
2024-05-09,111003.SH,-0.3247246556458583
2024-05-09,111004.SH,0.0521365069779937
2024-05-09,111005.SH,0.24387612130668296
2024-05-09,111007.SH,-0.020248962003489128
2024-05-09,111008.SH,-0.33900575664039423
2024-05-09,111009.SH,0.0727515926107947
2024-05-09,111011.SH,-0.04549838264665009
2024-05-09,111012.SH,-0.2270462095568193
2024-05-09,111013.SH,-0.030635907249012988
2024-05-09,111014.SH,-0.36031270341132027
2024-05-09,111016.SH,0.002597457956535598
2024-05-09,111017.SH,-0.35644350021886867
2024-05-09,111018.SH,-0.012421737207823191
2024-05-09,113021.SH,0.025057406341326333
2024-05-09,113024.SH,-0.24969398967556478
2024-05-09,113027.SH,0.5623411754286832
2024-05-09,113030.SH,0.02490858072564503
2024-05-09,113033.SH,-0.26274390122127
2024-05-09,113039.SH,-0.26538018975386535
2024-05-09,113042.SH,-0.06409671160108767
2024-05-09,113043.SH,-0.12284981667593536
2024-05-09,113044.SH,-0.21723900664855386
2024-05-09,113047.SH,-0.12565884787474002
2024-05-09,113049.SH,0.20984923679750828
2024-05-09,113050.SH,-0.2686026533260166
2024-05-09,113051.SH,-0.10815921379591134
2024-05-09,113052.SH,-0.07162055626547323
2024-05-09,113053.SH,0.05096347084738789
2024-05-09,113055.SH,-0.13330295448746518
2024-05-09,113056.SH,-0.20454115431953454
2024-05-09,113058.SH,-0.12129093482107833
2024-05-09,113059.SH,0.41773004177961076
2024-05-09,113060.SH,-0.30764956524678233
2024-05-09,113061.SH,-0.002124716028694717
2024-05-09,113062.SH,-0.18808896982635473
2024-05-09,113064.SH,0.08553156032477327
2024-05-09,113065.SH,-0.13162930829000025
2024-05-09,113066.SH,-0.1478740824759761
2024-05-09,113067.SH,-0.21532812816517644
2024-05-09,113068.SH,-0.4233493429224225
2024-05-09,113069.SH,-0.05533716693613856
2024-05-09,113516.SH,-0.3739165145191663
2024-05-09,113524.SH,-0.10110615285437588
2024-05-09,113527.SH,0.1318316620528224
2024-05-09,113530.SH,-0.1284323566417164
2024-05-09,113534.SH,-0.21758195583352352
2024-05-09,113537.SH,0.8333945539810591
2024-05-09,113542.SH,-0.17586001287360425
2024-05-09,113545.SH,-0.11047091610340676
2024-05-09,113546.SH,0.3660556873994442
2024-05-09,113563.SH,0.16282657136118192
2024-05-09,113565.SH,-0.17869467830281274
2024-05-09,113569.SH,0.01147325348425457
